"1","1","Current plan:"
"2","1","Patient discussed with multidisciplinary team:"
"3","1","Insurance reviewer:"
"4","1","Secondary insurance:"
"5","1","Dialysis:"
"6","1","Primary insurance:"
"7","1","Status:"
"8","1","Medicaid application:"
"9","1","Phone:"
"10","1","Referrals:"
"11","1","Hospital days authorized to:"
"12","1","Pager:"
"13","1","Response:"
"14","1","Action:"
"15","1","Assessment:"
"16","1","Plan:"
"17","1","Required documentation:"
"18","1","Transportation:"
"19","1","Comments:"
"20","1","Skilled nursing facility:"
"21","1","Acute rehab:"
"22","1","Hospice home:"
"23","1","Hospice inpatient:"
"24","1","Home with services:"
"25","2","Blood products:"
"26","2","Stool:"
"27","2","Allergies:"
"28","2","Total out:"
"29","2","Urine:"
"30","2","Drains:"
"31","2","Balance:"
"32","2","Infusions:"
"33","2","Other labs:"
"34","2","Review of systems:"
"35","2","Heart rhythm:"
"36","2","Other medications:"
"37","2","Tcurrent:"
"38","2","Tmax:"
"39","2","Neurologic:"
"40","2","Skin:"
"41","2","Cardiovascular:"
"42","2","Ve:"
"43","2","Ventilator mode:"
"44","2","Extremities:"
"45","2","Abdominal:"
"46","2","Plateau:"
"47","2","Family history:"
"48","2","Changes to medical and family history:"
"49","2","Past medical history:"
"50","2","Social history:"
"51","2","Tobacco:"
"52","2","Other:"
"53","2","Alcohol:"
"54","2","Occupation:"
"55","2","Drugs:"
"56","2","Height:"
"57","2","Patient unable to provide history:"
"58","2","Patient admitted from:"
"59","2","Compliance:"
"60","2","Imaging:"
"61","2","Ext:"
"62","2","Recommendations:"
"63","2","Musculoskeletal:"
"64","2","Acid:"
"65","2","Abd:"
"66","2","Respiratory:"
"67","2","Constitutional:"
"68","2","Reason for consult:"
"69","2","Albumin:"
"70","2","Lungs:"
"71","2","Gastrointestinal:"
"72","2","Assessment:"
"73","2","Eos:"
"74","2","Rhonchorous:"
"75","2","Vitals:"
"76","2","Consult requested by:"
"77","2","Endocrine:"
"78","2","Impression:"
"79","2","Genitourinary:"
"80","2","Mono:"
"81","2","Bili:"
"82","2","Plan:"
"83","2","Gen:"
"84","2","Lymphatic:"
"85","2","Events:"
"86","2","Pain:"
"87","2","Eyes:"
"88","2","Chief complaint:"
"89","2","Recs:"
"90","2","Recommendations for neuroprotection:"
"91","2","Neurological:"
"92","2","Pulses:"
"93","2","Right:"
"94","2","Left:"
"95","2","Neck:"
"96","2","Integumentary:"
"97","2","Date:"
"98","2","I would add the following remarks:"
"99","2","Lymph:"
"100","2","Psychiatric:"
"101","2","Hypotension:"
"102","2","Abdomen:"
"103","2","Tele:"
"104","2","Ca:"
"105","2","Rec:"
"106","2","Total time spent on patient care:"
"107","2","Critical care time:"
"108","2","Father:"
"109","2","Additional comments:"
"110","2","Movement:"
"111","2","Mother:"
"112","2","Labs:"
"113","2","Chest:"
"114","2","Neuro:"
"115","2","Diminished:"
"116","2","Hospital course:"
"117","2","We were called to answer two questions:"
"118","2","Resp:"
"119","2","Ascites :"
"120","2","R arm film:"
"121","2","Clear :"
"122","2","Action:"
"123","2","Pulm:"
"124","2","Cath:"
"125","2","Bronchial:"
"126","2","Sounds:"
"127","2","Band:"
"128","2","Abd scan:"
"129","2","Signs or concerns for abuse :"
"130","2","Tone:"
"131","2","Hyperresonant:"
"132","2","Suggest:"
"133","2","Imp:"
"134","2","Telemetry:"
"135","2","Atrial fibrillation:"
"136","2","Response:"
"137","3","Service"
"138","3","Date of Birth"
"139","3","Allergies"
"140","3","Attending"
"141","3","Discharge Disposition"
"142","3","Brief Hospital Course"
"143","3","Discharge Diagnosis"
"144","3","Major Surgical or Invasive Procedure"
"145","3","Discharge Condition"
"146","3","Past Medical History"
"147","3","History of Present Illness"
"148","3","Physical Exam"
"149","3","Social History"
"150","3","Pertinent Results"
"151","3","Discharge Instructions"
"152","3","Medications on Admission"
"153","3","Followup Instructions"
"154","3","Family History"
"155","3","Discharge Medications"
"156","3","Facility"
"157","3","Completed by"
"158","3","Dictated By"
"159","3","IMPRESSION"
"160","3","HISTORY OF PRESENT ILLNESS"
"161","3","HOSPITAL COURSE"
"162","3","PAST MEDICAL HISTORY"
"163","3","ALLERGIES"
"164","3","PHYSICAL EXAMINATION"
"165","3","DISCHARGE DIAGNOSES"
"166","3","DISCHARGE MEDICATIONS"
"167","3","SOCIAL HISTORY"
"168","3","Department"
"169","3","CONDITION ON DISCHARGE"
"170","3","Admission Date"
"171","3","MEDICATIONS ON ADMISSION"
"172","3","DISCHARGE STATUS"
"173","3","MEDICATIONS"
"174","3","FAMILY HISTORY"
"175","3","FINDINGS"
"176","3","DISCHARGE DISPOSITION"
"177","3","DISCHARGE DIAGNOSIS"
"178","3","LABORATORY DATA"
"179","3","Provider"
"180","3","Reason"
"181","3","MEDICATIONS ON DISCHARGE"
"182","3","CHIEF COMPLAINT"
"183","3","HISTORY"
"184","3","PAST SURGICAL HISTORY"
"185","3","CONDITION AT DISCHARGE"
"186","3","Motor"
"187","3","General"
"188","3","                              SENSITIVITIES"
"189","3","Cranial Nerves"
"190","3","COMPARISON"
"191","3","TECHNIQUE"
"192","3","DISCHARGE CONDITION"
"193","3","Sensation"
"194","3","DISCHARGE INSTRUCTIONS"
"195","3","DISPOSITION"
"196","3","Secondary"
"197","3","PHYSICAL EXAMINATION ON ADMISSION"
"198","3","Neuro"
"199","3","ADDENDUM"
"200","3","Imaging"
"201","3","Reflexes"
"202","3","MITRAL VALVE"
"203","3","PHYSICAL EXAMINATION ON PRESENTATION"
"204","3","AORTIC VALVE"
"205","3","CARE RECOMMENDATIONS"
"206","3","RIGHT VENTRICLE"
"207","3","TRICUSPID VALVE"
"208","3","LEFT VENTRICLE"
"209","3","INDICATION"
"210","3","REVIEW OF SYSTEMS"
"211","3","FOLLOW UP"
"212","3","Cardiovascular"
"213","3","AORTA"
"214","3","Coordination"
"215","3","CXR"
"216","3","GENERAL COMMENTS"
"217","3","PRIMARY PEDIATRICIAN"
"218","3","Hematology"
"219","3","GI"
"220","3","PERICARDIUM"
"221","3","IMAGING"
"222","3","Name"
"223","3","FINAL DIAGNOSIS"
"224","3","NAME OF PRIMARY PEDIATRICIAN"
"225","3","Neurologic"
"226","3","HISTORY OF THE PRESENT ILLNESS"
"227","3","ID"
"228","3","Carotid Bruit        Right"
"229","3","ROS"
"230","3","Sensory"
"231","3","NECK"
"232","3","PSH"
"233","3","CV"
"234","3","LABORATORY"
"235","3","Infectious disease"
"236","3","EKG"
"237","3","IMMUNIZATIONS RECOMMENDED"
"238","3","Neurology"
"239","3","Labs"
"240","3","DISCHARGE LABS"
"241","3","CARE AND RECOMMENDATIONS"
"242","3","cc"
"243","3","Review of systems"
"244","3","SUMMARY OF HOSPITAL COURSE BY SYSTEMS"
"245","3","Psychosocial"
"246","3","Micro"
"247","3","CARDIOVASCULAR"
"248","3","IMMUNIZATIONS RECEIVED"
"249","5","INTERPRETATION:"
"250","5","TEST INFORMATION:"
"251","5","LEFT VENTRICLE:"
"252","5","MITRAL VALVE:"
"253","5","AORTIC VALVE:"
"254","5","RIGHT VENTRICLE:"
"255","5","PERICARDIUM:"
"256","5","TRICUSPID VALVE:"
"257","5","LEFT ATRIUM:"
"258","5","AORTA:"
"259","5","INTERATRIAL SEPTUM:"
"260","5","PULMONARY ARTERY:"
"261","5","GENERAL COMMENTS:"
"262","5","IMPRESSION:"
"263","5","LV WALL MOTION:"
"264","5","CLINICAL IMPLICATIONS:"
"265","5","BYPASS:"
"266","5","CPB:"
"267","6","Total time spent:"
"268","6","Plan:"
"269","6","Nutrition:"
"270","6","Assessment:"
"271","6","Neurologic:"
"272","6","Allergies:"
"273","6","Cardiovascular:"
"274","6","Action:"
"275","6","Response:"
"276","6","Urine:"
"277","6","Balance:"
"278","6","Heart rhythm:"
"279","6","Drains:"
"280","6","Total out:"
"281","6","Stool:"
"282","6","Blood products:"
"283","6","Communication:"
"284","6","Prophylaxis:"
"285","6","Other labs:"
"286","6","Code status:"
"287","6","Infusions:"
"288","6","Stress ulcer:"
"289","6","Tmax:"
"290","6","Comments:"
"291","6","Lines:"
"292","6","Disposition:"
"293","6","Other medications:"
"294","6","Imaging:"
"295","6","Height:"
"296","6","Skin:"
"297","6","Total time:"
"298","6","Tcurrent:"
"299","6","Abdominal:"
"300","6","Review of systems:"
"301","6","Ventilator mode:"
"302","6","Ve:"
"303","6","Endocrine:"
"304","6","Changes to medical and family history:"
"305","6","Renal:"
"306","6","Pulmonary:"
"307","6","Tube feeding:"
"308","6","Current medications:"
"309","6","Ext:"
"310","6","Consults:"
"311","6","Hematology:"
"312","6","Wounds:"
"313","6","T current:"
"314","6","Abd:"
"315","6","Gen:"
"316","6","Labs:"
"317","6","Dorsalis pedis:"
"318","6","Lungs:"
"319","6","Plateau:"
"320","6","Post operative day:"
"321","6","Clinician:"
"322","6","Fluids:"
"323","6","Microbiology:"
"324","6","Chest:"
"325","6","Acid:"
"326","6","Extremities:"
"327","6","Problems:"
"328","6","Vitals:"
"329","6","I would add the following remarks:"
"330","6","Chief complaint:"
"331","6","Neuro:"
"332","6","Compliance:"
"333","6","Total time spent on patient care:"
"334","6","Neck:"
"335","6","Eos:"
"336","6","Lymph:"
"337","7","PMH:"
"338","7","BP:"
"339","7","S:"
"340","7","weight:"
"341","7","D:"
"342","7","valuables:"
"343","7","with:"
"344","7","Glucose:"
"345","7","]:"
"346","7","rate:"
"347","7","status:"
"348","7","history:"
"349","7","Precautions:"
"350","7","HPI:"
"351","7","from:"
"352","7","to:"
"353","7","diagnosis:"
"354","7","Temperature:"
"355","7","out:"
"356","7","MD:"
"357","7","Height:"
"358","7","in:"
"359","7","rhythm:"
"360","7","Reactions:"
"361","7","Rate:"
"362","7","Transfer:"
"363","7","device:"
"364","7","saturation:"
"365","7","date:"
"366","7","flow:"
"367","7","set:"
"368","7","Creatinine:"
"369","7","Results:"
"370","7","BUN:"
"371","7","Clothes:"
"372","7","Jewelry:"
"373","7","Potassium:"
"374","7","Sodium:"
"375","7","Hematocrit:"
"376","7","Chloride:"
"377","7","Money:"
"378","7","Events:"
"379","7","Neuro:"
"380","7","PMHx:"
"381","7","GI:"
"382","7","re:"
"383","7","on:"
"384","7","By:"
"385","7","Resp:"
"386","7","complaint:"
"387","7","GU:"
"388","7","TITLE:"
"389","7","CV:"
"390","7","Social:"
"391","7","PSH:"
"392","9","Labs:"
"393","9","Pertinent medications:"
"394","9","Specifics:"
"395","9","Calories:"
"396","9","Protein:"
"397","9","Diagnosis:"
"398","9","Estimation of current intake:"
"399","9","Fluid:"
"400","9","Food allergies and intolerances:"
"401","9","Estimation of previous intake:"
"402","9","Pt at risk due to:"
"403","9","Calculations based on:"
"404","9","Patient at risk due to:"
"405","9","Comments:"
"406","9","Tube feeding recommendations:"
"407","9","Other:"
"408","9","Wt:"
"409","9","Starting rate:"
"410","9","Tube feed:"
"411","9","Diet:"
"412","9","Ht:"
"413","9","Skin:"
"414","9","Oral supplements:"
"415","9","Tube feeding:"
"416","9","Recommendations:"
"417","9","Change diet to:"
"418","9","Diet order:"
"419","9","Meds:"
"420","9","Admit wt:"
"421","10","Assessment:"
"422","10","Recommendation:"
"423","10","Pager "
"424","10","Sedation"
"425","10","Mr"
"426","10","Midazolam "
"427","10","Unit"
"428","10","Final "
"429","10","Incomplete "
"430","10","C "
"431","10","Fentanyl "
"432","10","Methadone "
"433","10","Assessment and "
"434","10","If "
"435","10","Opioid"
"436","10","Fi"
"437","10","INPATIENT"
"438","10","ASSESSMENT:"
"439","10","Ms "
"440","10","Cardiovascular:"
"441","10","Neurologic:"
"442","10","Nutrition:"
"443","10","SPO"
"444","10","Pre"
"445","10","Importantly"
"446","10","Ms"
"447","10","RR "
"448","10","References"
"449","10","WBC"
"450","10","Sedation "
"451","10","Vt "
"452","10","Please contact pharmacy with questions"
"453","10","DVT:"
"454","10","Height:"
"455","10","Glucose"
"456","10","PO:"
"457","10","Labs "
"458","10","PIP:"
"459","10","Allergies:"
"460","10","Hct"
"461","10","Vital signs"
"462","10","Respiratory support"
"463","10","HD"
"464","10","Physical "
"465","10","Agitation"
"466","10","PEEP:"
"467","10","Hemodynamic monitoring"
"468","10","ICU "
"469","10","Ventilator mode:"
"470","10","Total out:"
"471","10","RR:"
"472","10","RSBI:"
"473","10","Total "
"474","10","Ve:"
"475","10","SEDATION"
"476","10","Tmax:"
"477","10","BP:"
"478","10","Infusions:"
"479","10","Pa"
"480","10","NG:"
"481","10","Blood products:"
"482","10","Other labs:"
"483","10","Zyprexa is a reasonable alternative in that case as it rarely"
"484","10","Current "
"485","10","Other "
"486","10","Wean fentanyl to "
"487","10","Precedex"
"488","10","Blood "
"489","10","Since "
"490","10","Arterial "
"491","10","Source:"
"492","10","TCO"
"493","10","Disposition:"
"494","10","Fentanyl"
"495","10","Fluid balance"
"496","10","Flowsheet "
